Order No,User Id,Vehicle Type,Platform Type,Personal or Business,Placement - Day of Month,Placement - Weekday (Mo = 1),Placement - Time,Confirmation - Day of Month,Confirmation - Weekday (Mo = 1),Confirmation - Time,Arrival at Pickup - Day of Month,Arrival at Pickup - Weekday (Mo = 1),Arrival at Pickup - Time,Pickup - Day of Month,Pickup - Weekday (Mo = 1),Pickup - Time,Arrival at Destination - Day of Month,Arrival at Destination - Weekday (Mo = 1),Arrival at Destination - Time,Distance (KM),Temperature,Precipitation in millimeters,Pickup Lat,Pickup Long,Destination Lat,Destination Long,Rider Id,Time from Pickup to Arrival
Order_No_22667,User_Id_1271,Bike,3,Business,11,2,10:04:14 AM,11,2,10:04:33 AM,11,2,10:34:16 AM,11,2,10:41:23 AM,11,2,12:00:30 PM,27,19.5,,-1.3244885,36.897791999999995,-1.3204931,36.7043102,Rider_Id_205,4747
Order_No_3641,User_Id_517,Bike,3,Business,3,1,12:13:08 PM,3,1,12:17:01 PM,3,1,12:31:25 PM,3,1,12:38:42 PM,3,1,1:18:37 PM,14,22.4,,-1.3177546999999998,36.8303703,-1.306378,36.7519845,Rider_Id_878,2395
Order_No_3458,User_Id_540,Bike,3,Business,7,5,2:03:41 PM,7,5,2:04:47 PM,7,5,2:15:24 PM,7,5,2:29:17 PM,7,5,2:47:25 PM,6,26.8,,-1.2571472,36.795063299999995,-1.2967701999999999,36.8040381,Rider_Id_147,1088
Order_No_7464,User_Id_1075,Bike,3,Business,12,2,2:06:14 PM,12,2,2:07:11 PM,12,2,2:15:35 PM,12,2,2:32:47 PM,12,2,2:38:20 PM,2,27.1,,-1.2561334,36.7990458,-1.2527958000000001,36.8003131,Rider_Id_279,333
Order_No_7420,User_Id_1603,Bike,1,Personal,15,5,10:18:35 AM,15,5,10:18:57 AM,15,5,10:34:17 AM,15,5,10:39:53 AM,15,5,11:00:40 AM,6,19.9,,-1.2830603,36.8298283,-1.3220191000000001,36.840016600000006,Rider_Id_444,1247
Order_No_8254,User_Id_1953,Bike,3,Personal,14,1,4:08:31 PM,14,1,4:16:46 PM,14,1,4:46:23 PM,14,1,4:51:18 PM,14,1,5:28:21 PM,11,23.4,,-1.2802576,36.8246917,-1.2833564,36.741974600000006,Rider_Id_101,2223
Order_No_13091,User_Id_3689,Bike,3,Business,10,1,10:07:53 AM,10,1,10:08:02 AM,10,1,10:15:07 AM,10,1,10:34:17 AM,10,1,10:40:29 AM,2,23.7,,-1.2571472,36.795063299999995,-1.2527958000000001,36.8003131,Rider_Id_720,372
Order_No_16421,User_Id_3283,Bike,3,Business,1,4,2:03:05 PM,1,4,2:24:28 PM,1,4,2:32:12 PM,1,4,2:48:20 PM,1,4,3:06:39 PM,13,,,-1.331619,36.847976,-1.2628473,36.781805,Rider_Id_406,1099
Order_No_25809,User_Id_265,Bike,3,Business,27,4,2:35:42 PM,27,4,2:35:53 PM,27,4,2:53:44 PM,27,4,3:03:41 PM,27,4,3:26:18 PM,7,23.8,,-1.2609397,36.8010827,-1.300921,36.828195,Rider_Id_275,1357
Order_No_1619,User_Id_2457,Bike,3,Business,7,3,11:25:48 AM,7,3,11:29:42 AM,7,3,11:35:51 AM,7,3,11:39:10 AM,7,3,12:25:32 PM,8,25.1,,-1.2551895,36.7822034,-1.3038156,36.812273299999994,Rider_Id_206,2782
Order_No_24875,User_Id_3023,Bike,2,Personal,23,1,11:35:23 AM,23,1,11:35:28 AM,23,1,11:37:55 AM,23,1,11:46:19 AM,23,1,12:03:46 PM,7,18.4,,-1.3010773000000002,36.7752554,-1.2799394,36.8192374,Rider_Id_88,1047
Order_No_9714,User_Id_2804,Bike,3,Business,8,4,1:36:02 PM,8,4,1:36:35 PM,8,4,1:36:50 PM,8,4,1:49:51 PM,8,4,2:01:20 PM,2,27.3,,-1.2642903,36.80021370000001,-1.2571472,36.795063299999995,Rider_Id_268,689
Order_No_23409,User_Id_1502,Bike,3,Business,13,3,1:24:58 PM,13,3,1:25:15 PM,13,3,1:49:07 PM,13,3,1:54:32 PM,13,3,2:05:43 PM,5,27.1,,-1.2283403,36.8822756,-1.2232123,36.8932547,Rider_Id_958,671
Order_No_12222,User_Id_2360,Bike,3,Business,7,5,1:12:13 PM,7,5,1:49:22 PM,7,5,2:00:59 PM,7,5,2:02:40 PM,7,5,2:27:22 PM,5,26.7,,-1.2551895,36.7822034,-1.2700552,36.817067,Rider_Id_857,1482
Order_No_6300,User_Id_660,Bike,3,Personal,1,3,11:16:15 AM,1,3,11:16:23 AM,1,3,11:28:41 AM,1,3,11:45:45 AM,1,3,12:03:07 PM,7,20.0,,-1.284282,36.822545500000004,-1.323971,36.851224200000004,Rider_Id_414,1042
Order_No_4138,User_Id_3091,Bike,3,Business,10,1,12:04:16 PM,10,1,12:13:03 PM,10,1,12:26:16 PM,10,1,12:31:02 PM,10,1,12:56:37 PM,5,18.4,,-1.273488,36.804158,-1.290894,36.822971,Rider_Id_868,1535
Order_No_13727,User_Id_186,Bike,3,Business,6,3,12:09:27 PM,6,3,12:09:42 PM,6,3,12:29:33 PM,6,3,12:32:55 PM,6,3,1:12:20 PM,17,,,-1.2571472,36.795063299999995,-1.3169591,36.7000029,Rider_Id_4,2365
Order_No_7642,User_Id_2996,Bike,2,Personal,26,2,3:11:05 PM,26,2,3:16:06 PM,26,2,3:54:22 PM,26,2,3:55:30 PM,26,2,4:19:49 PM,19,,,-1.2294985,36.8775495,-1.1500224,36.9557348,Rider_Id_549,1459
Order_No_18055,User_Id_346,Bike,3,Business,30,3,1:16:20 PM,30,3,1:17:44 PM,30,3,1:34:47 PM,30,3,1:45:07 PM,30,3,2:08:27 PM,5,29.0,,-1.2584143,36.8048002,-1.28878,36.8168312,Rider_Id_404,1400
Order_No_15624,User_Id_2200,Bike,3,Business,29,1,3:04:12 PM,29,1,3:07:10 PM,29,1,4:23:45 PM,29,1,4:28:13 PM,29,1,4:45:39 PM,7,24.6,,-1.290894,36.822971,-1.2615888000000002,36.7928732,Rider_Id_736,1046
Order_No_26113,User_Id_1500,Bike,3,Business,5,2,12:14:01 PM,5,2,12:15:05 PM,5,2,12:24:33 PM,5,2,12:52:37 PM,5,2,12:54:04 PM,8,25.4,,-1.3004062,36.829741,-1.2638185,36.7930057,Rider_Id_41,87
Order_No_25618,User_Id_2330,Bike,3,Business,8,3,10:30:25 AM,8,3,10:31:28 AM,8,3,10:36:40 AM,8,3,10:39:08 AM,8,3,10:59:54 AM,17,,,-1.3015197,36.7658456,-1.2326041,36.8009029,Rider_Id_205,1246
Order_No_26794,User_Id_2470,Bike,1,Personal,8,1,10:20:44 AM,8,1,10:24:37 AM,8,1,10:41:48 AM,8,1,10:46:42 AM,8,1,11:12:03 AM,8,24.7,,-1.317337,36.82698,-1.3323107,36.8692616,Rider_Id_648,1521
Order_No_25023,User_Id_1245,Bike,3,Business,26,5,8:13:25 AM,26,5,8:13:46 AM,26,5,8:34:38 AM,26,5,8:59:24 AM,26,5,9:34:58 AM,22,,,-1.300921,36.828195,-1.3077309,36.685621399999995,Rider_Id_206,2134
Order_No_17124,User_Id_85,Bike,2,Business,29,5,8:54:39 AM,29,5,8:54:47 AM,29,5,9:03:02 AM,29,5,9:08:38 AM,29,5,9:21:52 AM,5,,,-1.2903421,36.7885282,-1.3014461000000002,36.7661381,Rider_Id_334,794
Order_No_12975,User_Id_1507,Bike,2,Personal,12,2,2:09:41 PM,12,2,2:22:21 PM,12,2,2:56:22 PM,12,2,3:12:27 PM,12,2,3:22:16 PM,5,23.0,,-1.281068,36.817578000000005,-1.2659148999999998,36.805432200000006,Rider_Id_616,589
Order_No_12920,User_Id_2801,Bike,3,Business,12,3,9:28:12 AM,12,3,9:28:28 AM,12,3,9:37:37 AM,12,3,9:49:33 AM,12,3,10:01:18 AM,9,,,-1.2958024,36.7622504,-1.2674273999999999,36.787082700000006,Rider_Id_161,705
Order_No_704,User_Id_1500,Bike,3,Business,12,5,12:40:44 PM,12,5,12:41:09 PM,12,5,12:41:13 PM,12,5,1:09:58 PM,12,5,1:11:09 PM,8,26.3,,-1.3004062,36.829741,-1.2638185,36.7930057,Rider_Id_137,71
Order_No_16521,User_Id_2749,Bike,1,Personal,17,3,12:35:16 PM,17,3,12:36:07 PM,17,3,12:45:33 PM,17,3,12:47:32 PM,17,3,12:59:38 PM,6,25.4,,-1.288897,36.771189,-1.2700476,36.8049204,Rider_Id_299,726
Order_No_8833,User_Id_567,Bike,3,Business,21,5,11:01:09 AM,21,5,11:01:21 AM,21,5,11:10:16 AM,21,5,11:14:12 AM,21,5,11:22:08 AM,2,20.2,,-1.2982678,36.757883899999996,-1.2963097,36.7688221,Rider_Id_79,476
Order_No_10059,User_Id_3686,Bike,3,Business,8,4,3:38:39 PM,8,4,3:38:48 PM,8,4,3:49:46 PM,8,4,3:55:18 PM,8,4,5:03:46 PM,18,27.2,,-1.2551895,36.7822034,-1.2902161,36.893618100000005,Rider_Id_911,4108
Order_No_25079,User_Id_517,Bike,3,Business,4,2,1:45:39 PM,4,2,1:45:47 PM,4,2,1:46:16 PM,4,2,1:51:56 PM,4,2,2:28:16 PM,14,23.7,11.1,-1.3177546999999998,36.8303703,-1.306378,36.7519845,Rider_Id_523,2180
Order_No_9027,User_Id_3465,Bike,3,Business,15,3,9:36:13 AM,15,3,9:36:24 AM,15,3,9:36:38 AM,15,3,9:46:15 AM,15,3,10:00:08 AM,4,,,-1.2551895,36.7822034,-1.2728058,36.8049903,Rider_Id_291,833
Order_No_24674,User_Id_3655,Bike,1,Personal,7,4,3:42:46 PM,7,4,3:51:08 PM,7,4,4:09:49 PM,7,4,4:12:55 PM,7,4,4:45:52 PM,8,19.9,,-1.2941791999999999,36.763363700000006,-1.2943371000000001,36.8267,Rider_Id_212,1977
Order_No_15289,User_Id_733,Bike,3,Business,30,2,11:58:21 AM,30,2,11:58:32 AM,30,2,12:02:37 PM,30,2,12:04:21 PM,30,2,12:40:06 PM,15,22.2,,-1.2551895,36.7822034,-1.207546,36.7913976,Rider_Id_878,2145
Order_No_23834,User_Id_3621,Bike,3,Business,19,2,8:35:26 AM,19,2,8:35:42 AM,19,2,8:38:54 AM,19,2,8:44:23 AM,19,2,8:49:51 AM,4,21.3,,-1.2836583000000001,36.7886014,-1.2913246,36.8019522,Rider_Id_247,328
Order_No_9799,User_Id_3201,Bike,3,Business,30,4,4:55:04 PM,30,4,4:57:12 PM,30,4,5:05:57 PM,30,4,5:16:01 PM,30,4,5:53:08 PM,14,,,-1.207546,36.7913976,-1.2584143,36.8048002,Rider_Id_7,2227
Order_No_13684,User_Id_3711,Bike,3,Business,14,5,3:24:07 PM,14,5,3:39:48 PM,14,5,3:44:07 PM,14,5,4:03:27 PM,14,5,4:28:46 PM,9,23.9,,-1.2676026000000002,36.810362899999994,-1.3014461000000002,36.7661381,Rider_Id_454,1519
Order_No_22475,User_Id_1245,Bike,3,Business,17,6,11:50:16 AM,17,6,11:50:56 AM,17,6,12:14:55 PM,17,6,12:32:21 PM,17,6,1:37:19 PM,17,23.8,,-1.300921,36.828195,-1.3198615,36.7110323,Rider_Id_244,3898
Order_No_12153,User_Id_496,Bike,3,Business,25,4,3:41:59 PM,25,4,3:42:12 PM,25,4,3:50:04 PM,25,4,3:57:03 PM,25,4,4:51:12 PM,23,,,-1.2551895,36.7822034,-1.374163,36.913444,Rider_Id_72,3249
Order_No_2801,User_Id_1245,Bike,3,Business,25,4,12:00:26 PM,25,4,12:00:40 PM,25,4,12:03:53 PM,25,4,12:24:21 PM,25,4,1:05:30 PM,19,,,-1.300921,36.828195,-1.3198615,36.7110323,Rider_Id_570,2469
Order_No_120,User_Id_2271,Bike,3,Business,14,5,4:59:41 PM,14,5,5:20:37 PM,14,5,5:32:50 PM,14,5,5:47:33 PM,14,5,6:21:17 PM,14,22.9,,-1.272828,36.816608,-1.293515,36.897607,Rider_Id_932,2024
Order_No_22164,User_Id_136,Bike,3,Business,7,3,2:51:10 PM,7,3,2:52:46 PM,7,3,2:52:48 PM,7,3,3:11:31 PM,7,3,3:41:49 PM,16,28.3,,-1.3254522,36.721658399999995,-1.2531983,36.8069669,Rider_Id_813,1818
Order_No_4384,User_Id_2763,Bike,3,Business,16,5,2:53:07 PM,16,5,5:24:41 PM,16,5,5:26:14 PM,16,5,5:30:39 PM,16,5,5:43:20 PM,8,26.4,,-1.2551895,36.7822034,-1.3038156,36.812273299999994,Rider_Id_774,761
Order_No_18277,User_Id_3641,Bike,3,Business,13,4,10:43:35 AM,13,4,12:57:27 PM,13,4,1:05:28 PM,13,4,1:42:58 PM,13,4,1:58:55 PM,7,22.5,,-1.2551895,36.7822034,-1.2905079,36.8222229,Rider_Id_320,957
Order_No_6987,User_Id_633,Bike,3,Business,15,5,11:38:22 AM,15,5,11:41:23 AM,15,5,11:45:57 AM,15,5,11:54:25 AM,15,5,12:14:43 PM,9,26.1,,-1.2638185,36.7930057,-1.3004062,36.829741,Rider_Id_764,1218
Order_No_18171,User_Id_1467,Bike,3,Personal,4,4,10:50:53 AM,4,4,10:51:27 AM,4,4,11:04:46 AM,4,4,11:14:06 AM,4,4,11:45:20 AM,10,,,-1.2984591,36.7855438,-1.274381,36.7272265,Rider_Id_622,1874
Order_No_20049,User_Id_3718,Bike,3,Business,5,5,2:39:54 PM,5,5,2:45:30 PM,5,5,2:56:29 PM,5,5,3:15:07 PM,5,5,3:26:57 PM,12,26.7,,-1.2650027,36.8126242,-1.2103372,36.835961,Rider_Id_86,710
Order_No_19420,User_Id_393,Bike,3,Business,17,3,10:11:14 AM,17,3,10:11:34 AM,17,3,10:11:43 AM,17,3,10:36:17 AM,17,3,10:36:19 AM,5,,,-1.3167113000000001,36.8301563,-1.3077869,36.844320700000004,Rider_Id_39,2
Order_No_19054,User_Id_393,Bike,3,Business,20,3,8:52:40 AM,20,3,8:52:50 AM,20,3,8:52:55 AM,20,3,9:44:23 AM,20,3,9:44:25 AM,14,20.9,,-1.3167113000000001,36.8301563,-1.2991441000000001,36.7528804,Rider_Id_239,2
Order_No_5316,User_Id_1329,Bike,3,Business,13,1,3:20:18 PM,13,1,3:23:28 PM,13,1,3:37:25 PM,13,1,3:40:25 PM,13,1,3:56:42 PM,7,,,-1.273056,36.811298,-1.2670841,36.768055100000005,Rider_Id_576,977
Order_No_25485,User_Id_2899,Bike,3,Personal,6,6,7:27:23 PM,6,6,7:27:42 PM,6,6,7:36:25 PM,6,6,7:39:11 PM,6,6,7:49:37 PM,5,23.6,,-1.2978607,36.7783638,-1.272704,36.793127899999995,Rider_Id_855,626
Order_No_27984,User_Id_2982,Bike,3,Business,8,5,4:42:20 PM,8,5,4:45:02 PM,8,5,4:45:24 PM,8,5,5:15:14 PM,8,5,5:24:02 PM,12,27.9,,-1.300921,36.828195,-1.2658003,36.8983864,Rider_Id_70,528
Order_No_7829,User_Id_733,Bike,3,Business,18,1,12:45:35 PM,18,1,12:46:36 PM,18,1,12:55:27 PM,18,1,1:06:42 PM,18,1,1:24:48 PM,3,26.9,,-1.2551895,36.7822034,-1.2692689,36.8055169,Rider_Id_279,1086
Order_No_24859,User_Id_3300,Bike,3,Business,16,4,3:14:16 PM,16,4,3:16:15 PM,16,4,3:16:31 PM,16,4,4:42:20 PM,16,4,4:42:31 PM,8,,,-1.307143,36.825009,-1.303596,36.778378000000004,Rider_Id_864,11
Order_No_2631,User_Id_3355,Bike,3,Business,19,1,2:51:48 PM,19,1,2:58:29 PM,19,1,3:04:14 PM,19,1,3:28:04 PM,19,1,3:46:48 PM,8,25.4,,-1.3332749,36.870814700000004,-1.3052491000000002,36.8223899,Rider_Id_258,1124
Order_No_22063,User_Id_254,Bike,2,Personal,13,6,10:27:04 AM,13,6,10:27:21 AM,13,6,10:36:56 AM,13,6,10:52:11 AM,13,6,11:14:51 AM,12,25.2,,-1.3080353999999998,36.853147299999996,-1.2524976,36.8062935,Rider_Id_662,1360
Order_No_26882,User_Id_928,Bike,3,Business,15,2,9:50:56 AM,15,2,9:52:01 AM,15,2,10:00:11 AM,15,2,10:29:06 AM,15,2,11:25:06 AM,9,20.4,,-1.2985749,36.8088,-1.2571472,36.795063299999995,Rider_Id_829,3360
Order_No_17035,User_Id_3560,Bike,3,Business,11,5,11:01:50 AM,11,5,11:03:50 AM,11,5,11:13:04 AM,11,5,11:34:12 AM,11,5,11:38:45 AM,2,21.2,,-1.2813012,36.832396200000005,-1.279395,36.825364,Rider_Id_124,273
Order_No_14215,User_Id_2987,Bike,3,Business,31,3,2:57:49 PM,31,3,2:59:48 PM,31,3,3:22:14 PM,31,3,3:25:06 PM,31,3,3:41:21 PM,12,27.1,,-1.2702120000000001,36.82108770000001,-1.2156006000000001,36.8916865,Rider_Id_131,975
Order_No_13834,User_Id_1244,Bike,3,Business,21,1,11:28:30 AM,21,1,11:28:42 AM,21,1,11:28:48 AM,21,1,11:47:12 AM,21,1,12:00:52 PM,8,25.6,,-1.307143,36.825009,-1.303596,36.778378000000004,Rider_Id_842,820
Order_No_25804,User_Id_928,Bike,3,Business,27,3,1:02:43 PM,27,3,1:05:25 PM,27,3,1:17:56 PM,27,3,1:38:09 PM,27,3,2:12:21 PM,8,,,-1.2551895,36.7822034,-1.2995132,36.8043032,Rider_Id_327,2052
Order_No_4224,User_Id_1482,Bike,3,Business,27,3,12:54:11 PM,27,3,12:54:34 PM,27,3,1:00:55 PM,27,3,1:04:03 PM,27,3,1:36:22 PM,16,26.1,,-1.2649605,36.798177700000004,-1.177145,36.8295169,Rider_Id_576,1939
Order_No_11159,User_Id_1304,Bike,3,Business,11,2,12:35:52 PM,11,2,12:36:02 PM,11,2,12:36:56 PM,11,2,12:46:22 PM,11,2,1:27:22 PM,7,24.4,,-1.2859912,36.8756811,-1.2416156,36.8736721,Rider_Id_771,2460
Order_No_9581,User_Id_2701,Bike,3,Business,19,1,10:26:47 AM,19,1,10:28:54 AM,19,1,10:37:25 AM,19,1,10:39:33 AM,19,1,10:59:21 AM,7,24.9,,-1.2765736,36.851364600000004,-1.2597528999999998,36.806629,Rider_Id_817,1188
Order_No_20926,User_Id_633,Bike,3,Business,27,3,10:29:46 AM,27,3,10:31:16 AM,27,3,10:31:21 AM,27,3,10:42:57 AM,27,3,10:43:02 AM,6,26.0,,-1.3004062,36.829741,-1.3228003000000002,36.8306435,Rider_Id_515,5
Order_No_15544,User_Id_1245,Bike,3,Business,8,2,12:41:54 PM,8,2,12:42:02 PM,8,2,12:51:40 PM,8,2,1:22:30 PM,8,2,2:01:37 PM,17,23.5,,-1.300921,36.828195,-1.3198615,36.7110323,Rider_Id_580,2347
Order_No_713,User_Id_635,Bike,3,Business,10,1,11:42:20 AM,10,1,12:47:32 PM,10,1,12:52:30 PM,10,1,1:34:48 PM,10,1,1:52:45 PM,6,18.6,,-1.300921,36.828195,-1.3229345,36.8566974,Rider_Id_661,1077
Order_No_18449,User_Id_788,Bike,3,Business,16,6,2:33:12 PM,16,6,2:33:35 PM,16,6,2:36:51 PM,16,6,2:42:50 PM,16,6,3:17:10 PM,7,,,-1.2584143,36.8048002,-1.225322,36.80855,Rider_Id_448,2060
Order_No_2911,User_Id_3584,Bike,2,Personal,14,5,11:59:20 AM,14,5,11:59:56 AM,14,5,12:13:33 PM,14,5,12:22:26 PM,14,5,12:46:14 PM,7,24.5,,-1.3172395000000001,36.839269,-1.299542,36.7911201,Rider_Id_810,1428
Order_No_15907,User_Id_1297,Bike,2,Personal,20,6,9:54:48 AM,20,6,9:55:04 AM,20,6,10:01:34 AM,20,6,10:07:51 AM,20,6,10:29:39 AM,13,19.8,,-1.3446058,36.760517799999995,-1.2872974,36.810295399999994,Rider_Id_22,1308
Order_No_2116,User_Id_3222,Bike,3,Business,8,5,9:52:52 AM,8,5,9:53:31 AM,8,5,9:55:39 AM,8,5,10:00:56 AM,8,5,10:35:26 AM,12,22.9,,-1.2551895,36.7822034,-1.3184778999999998,36.8373109,Rider_Id_523,2070
Order_No_3552,User_Id_3283,Bike,3,Business,8,1,9:42:35 AM,8,1,9:43:09 AM,8,1,9:49:59 AM,8,1,10:01:25 AM,8,1,10:09:10 AM,6,22.1,,-1.272828,36.816608,-1.2628473,36.781805,Rider_Id_812,465
Order_No_13856,User_Id_1927,Bike,3,Business,6,1,3:44:46 PM,6,1,3:45:06 PM,6,1,3:48:24 PM,6,1,4:06:27 PM,6,1,4:32:56 PM,19,,,-1.3562374,36.904295399999995,-1.3472066,36.7692638,Rider_Id_484,1589
Order_No_3144,User_Id_2008,Bike,3,Business,1,1,7:35:35 AM,1,1,7:49:20 AM,1,1,8:08:24 AM,1,1,8:20:49 AM,1,1,8:40:39 AM,8,18.2,,-1.2508229,36.7895263,-1.29075,36.814503,Rider_Id_722,1190
Order_No_13050,User_Id_2436,Bike,3,Business,18,4,2:12:24 PM,18,4,2:12:49 PM,18,4,2:15:21 PM,18,4,2:19:54 PM,18,4,2:30:49 PM,4,26.8,,-1.2551895,36.7822034,-1.2728947,36.807942600000004,Rider_Id_848,655
Order_No_6396,User_Id_2102,Bike,3,Business,9,2,4:39:30 PM,9,2,4:40:29 PM,9,2,5:02:54 PM,9,2,5:14:21 PM,9,2,5:43:10 PM,14,27.7,,-1.3250048,36.869718799999994,-1.2613768,36.801941799999994,Rider_Id_613,1729
Order_No_11719,User_Id_393,Bike,3,Business,26,5,12:13:27 PM,26,5,12:13:58 PM,26,5,12:14:05 PM,26,5,12:45:29 PM,26,5,1:23:39 PM,14,,,-1.3177546999999998,36.8303703,-1.306378,36.7519845,Rider_Id_515,2290
Order_No_24156,User_Id_2258,Bike,3,Business,23,5,9:14:04 AM,23,5,10:54:08 AM,23,5,11:00:32 AM,23,5,11:02:56 AM,23,5,11:57:07 AM,7,24.1,,-1.2551895,36.7822034,-1.2897399,36.8270975,Rider_Id_477,3251
Order_No_6432,User_Id_3686,Bike,3,Business,3,3,10:07:07 AM,3,3,10:07:15 AM,3,3,10:08:41 AM,3,3,10:14:27 AM,3,3,10:35:19 AM,10,21.3,,-1.2551895,36.7822034,-1.303148,36.792768,Rider_Id_709,1252
Order_No_5527,User_Id_3404,Bike,3,Business,5,3,2:22:06 PM,5,3,2:28:30 PM,5,3,2:51:19 PM,5,3,2:56:50 PM,5,3,3:46:51 PM,9,25.0,,-1.279395,36.825364,-1.2413316,36.878552500000005,Rider_Id_436,3001
Order_No_16330,User_Id_788,Bike,3,Business,7,3,1:19:15 PM,7,3,1:19:40 PM,7,3,1:46:20 PM,7,3,2:17:32 PM,7,3,2:29:43 PM,7,28.1,,-1.207546,36.7913976,-1.225322,36.80855,Rider_Id_257,731
Order_No_6004,User_Id_3087,Bike,2,Personal,19,3,2:54:28 PM,19,3,3:09:57 PM,19,3,3:38:11 PM,19,3,3:44:31 PM,19,3,4:18:00 PM,17,25.4,,-1.1855066,36.825464600000004,-1.2619538000000001,36.80876370000001,Rider_Id_882,2009
Order_No_25199,User_Id_2184,Bike,1,Personal,30,1,2:44:03 PM,30,1,3:04:45 PM,30,1,3:29:56 PM,30,1,3:32:45 PM,30,1,3:55:33 PM,6,20.7,,-1.2764786,36.81947879999999,-1.2444408000000002,36.7934817,Rider_Id_882,1368
Order_No_11242,User_Id_1389,Bike,3,Business,18,5,2:08:21 PM,18,5,2:09:47 PM,18,5,2:26:42 PM,18,5,2:44:38 PM,18,5,3:09:16 PM,15,26.8,,-1.2551895,36.7822034,-1.207546,36.7913976,Rider_Id_902,1478
Order_No_4155,User_Id_1280,Bike,3,Business,15,4,9:07:29 AM,15,4,9:07:39 AM,15,4,9:18:21 AM,15,4,9:26:03 AM,15,4,9:39:21 AM,4,19.6,,-1.2551895,36.7822034,-1.269534,36.80697,Rider_Id_290,798
Order_No_26239,User_Id_3283,Bike,3,Business,4,4,10:59:51 AM,4,4,11:03:26 AM,4,4,11:19:39 AM,4,4,11:28:09 AM,4,4,11:37:11 AM,5,25.3,,-1.2600926000000001,36.8088685,-1.2628473,36.781805,Rider_Id_770,542
Order_No_17597,User_Id_3689,Bike,3,Business,6,1,11:25:58 AM,6,1,11:26:46 AM,6,1,11:35:20 AM,6,1,11:40:40 AM,6,1,11:58:45 AM,8,20.3,,-1.2765736,36.851364600000004,-1.2527958000000001,36.8003131,Rider_Id_174,1085
Order_No_444,User_Id_893,Bike,3,Business,26,2,9:39:54 AM,26,2,9:40:31 AM,26,2,9:45:50 AM,26,2,9:51:51 AM,26,2,9:58:34 AM,2,21.8,,-1.2664491000000002,36.8102685,-1.2561022,36.8220661,Rider_Id_383,403
Order_No_23772,User_Id_20,Bike,3,Business,26,2,11:27:35 AM,26,2,11:30:55 AM,26,2,11:48:54 AM,26,2,12:00:58 PM,26,2,12:52:07 PM,18,27.4,,-1.3160119,36.896730100000006,-1.2629666000000002,36.8068369,Rider_Id_436,3069
Order_No_3222,User_Id_496,Bike,3,Business,30,4,2:46:18 PM,30,4,2:46:38 PM,30,4,2:48:19 PM,30,4,3:10:08 PM,30,4,3:10:12 PM,2,20.8,,-1.2551895,36.7822034,-1.2561334,36.7990458,Rider_Id_881,4
Order_No_26342,User_Id_3295,Bike,3,Business,5,4,4:30:45 PM,5,4,4:34:05 PM,5,4,4:34:24 PM,5,4,5:00:46 PM,5,4,5:01:04 PM,2,20.6,,-1.2579303999999998,36.8019667,-1.255392,36.792539,Rider_Id_51,18
Order_No_11802,User_Id_635,Bike,3,Business,25,6,9:25:47 AM,25,6,9:26:33 AM,25,6,9:55:23 AM,25,6,10:15:46 AM,25,6,10:37:26 AM,10,,,-1.3081376,36.83297720000001,-1.2602337,36.79905479999999,Rider_Id_448,1300
Order_No_10086,User_Id_186,Bike,3,Business,7,1,2:59:47 PM,7,1,3:01:12 PM,7,1,3:12:04 PM,7,1,3:17:59 PM,7,1,3:31:03 PM,7,26.7,,-1.2825816,36.8092346,-1.2571472,36.795063299999995,Rider_Id_404,784
Order_No_20296,User_Id_2174,Bike,3,Business,30,3,10:27:54 AM,30,3,10:27:58 AM,30,3,10:32:57 AM,30,3,11:52:06 AM,30,3,12:38:00 PM,33,25.2,,-1.2482781,36.884091999999995,-1.324878,36.7070285,Rider_Id_82,2754
Order_No_11545,User_Id_2229,Bike,3,Business,14,5,1:26:01 PM,14,5,1:26:29 PM,14,5,1:29:54 PM,14,5,1:37:09 PM,14,5,2:08:28 PM,20,22.8,,-1.3247683000000001,36.85803,-1.2355327,36.8822975,Rider_Id_364,1879
Order_No_9066,User_Id_1173,Bike,1,Personal,3,3,3:25:30 PM,3,3,3:30:14 PM,3,3,3:37:26 PM,3,3,3:38:49 PM,3,3,3:59:54 PM,8,26.8,,-1.2931082,36.7822758,-1.261395,36.8263891,Rider_Id_754,1265
Order_No_16224,User_Id_2789,Bike,3,Business,9,2,10:09:01 AM,9,2,10:10:29 AM,9,2,10:25:19 AM,9,2,10:30:49 AM,9,2,10:50:51 AM,8,20.9,,-1.304735,36.784605400000004,-1.2592428,36.7894541,Rider_Id_953,1202
Order_No_20338,User_Id_391,Bike,3,Business,7,5,4:38:51 PM,7,5,4:43:48 PM,7,5,4:53:58 PM,7,5,5:19:18 PM,7,5,5:47:42 PM,4,21.4,,-1.2867454,36.8259017,-1.300921,36.828195,Rider_Id_916,1704
Order_No_10123,User_Id_3647,Bike,3,Business,9,4,9:12:14 AM,9,4,9:12:46 AM,9,4,9:28:31 AM,9,4,9:33:30 AM,9,4,9:48:37 AM,6,,,-1.2726389999999999,36.794723,-1.290789,36.8024859,Rider_Id_438,907
Order_No_6803,User_Id_824,Bike,3,Business,28,4,3:33:11 PM,28,4,3:33:25 PM,28,4,3:36:49 PM,28,4,4:07:40 PM,28,4,4:35:57 PM,18,29.9,,-1.2914308,36.801886700000004,-1.207546,36.7913976,Rider_Id_801,1697
